src,dst,wgh
KF,AG,305.0
QC,JO,330.0
QA,GT,746.0
YF,SA,289.0
MM,WO,407.0
BJ,SP,894.0
BE,FJ,609.0
VU,EP,162.0
IT,ZD,969.0
MG,AR,180.0
BI,JY,988.0
BN,XE,502.0
FD,JD,741.0
XR,AL,914.0
IQ,NR,634.0
DN,AL,549.0
TY,DA,25.0
JF,ZN,857.0
HA,EZ,690.0
YA,SG,481.0
BZ,XO,868.0
BX,UT,758.0
UH,UV,991.0
QN,AG,458.0
JC,OB,251.0
OZ,XJ,807.0
MZ,QB,605.0
PC,EU,924.0
BW,MC,522.0
FJ,QQ,495.0
DJ,JI,813.0
YK,PV,767.0
PB,ZD,479.0
DY,VE,786.0
BU,XU,841.0
DS,H,179.0
QY,UZ,408.0
AI,FE,625.0
DV,JS,306.0
HS,LS,857.0
WD,GZ,128.0
MP,DB,311.0
AC,MH,19.0
QX,MI,2.0
WS,SV,2.0
HM,SV,314.0
HH,FP,530.0
QZ,OC,182.0
WU,UP,885.0
YJ,UQ,494.0
OQ,DM,159.0
DQ,JY,257.0
PD,MN,574.0
NI,SL,992.0
HX,KO,552.0
SY,LS,235.0
YQ,HU,421.0
WQ,AM,425.0
LS,JT,40.0
PF,OH,213.0
UX,KJ,115.0
TC,QH,267.0
FR,KJ,570.0
YS,JO,731.0
LH,DQ,107.0
HO,GF,289.0
EE,MC,975.0
VE,ZJ,113.0
LL,IF,472.0
AN,RM,664.0
PG,HK,111.0
TO,QR,445.0
HV,VF,590.0
UW,AR,99.0
HQ,HZ,303.0
AK,GA,624.0
CS,HZ,589.0
TL,FF,879.0
HP,I,769.0
JX,BH,455.0
XD,WZ,458.0
HO,TR,470.0
UU,MJ,59.0
JR,IK,135.0
UP,D,529.0
PM,OX,788.0
TE,DR,525.0
IG,MY,452.0
GG,FQ,801.0
PO,QR,529.0
QY,DM,970.0
VG,MT,778.0
TL,SR,139.0
EQ,ZY,330.0
II,OS,437.0
ZB,LY,919.0
LV,TG,52.0
NY,HZ,414.0
RV,JZ,983.0
AW,TW,637.0
EJ,YK,35.0
VH,FW,33.0
NW,TR,172.0
LR,D,699.0
J,VP,390.0
QE,VQ,603.0
NR,GL,548.0
HY,BS,375.0
QB,KE,520.0
TQ,RN,809.0
CZ,WB,843.0
XF,XV,45.0
G,YQ,858.0
SC,KP,689.0
BH,KO,495.0
EZ,I,841.0
MB,LF,656.0
D,NE,354.0
MJ,FW,615.0
BG,BX,605.0
VT,TS,983.0
VM,DR,721.0
ZG,YG,841.0
OG,BS,441.0
RT,GG,927.0
GV,PN,871.0
ZD,MU,794.0
MA,BN,25.0
GU,GW,137.0
IH,EC,872.0
MP,NJ,424.0
OH,XV,926.0
KJ,NE,977.0
QG,WM,494.0
OB,BY,452.0
MM,BX,106.0
MR,PD,229.0
IT,EM,617.0
MQ,GM,773.0
ZR,OY,680.0
K,NU,330.0
SG,T,562.0
DA,T,901.0
XI,EI,499.0
ZV,TN,57.0
IZ,KV,13.0
ZK,NK,64.0
Z,YP,295.0
HG,US,76.0
IT,RY,686.0
DL,UM,824.0
FA,UN,935.0
UG,UN,538.0
SG,NF,701.0
YB,TS,819.0
MT,CN,331.0
ON,PU,776.0
QQ,EN,511.0
QV,RT,233.0
SD,BT,562.0
HF,LA,392.0
BX,NO,122.0
DM,NP,35.0
UH,NQ,961.0
FM,UX,183.0
SN,AJ,105.0
UF,KV,757.0
ZX,GX,748.0
NE,WC,787.0
QH,AE,791.0
SU,PJ,799.0
FO,WR,640.0
SP,CD,229.0
UW,YL,133.0
YO,NF,226.0
NQ,WM,874.0
QY,NU,424.0
SN,NV,613.0
HP,XC,257.0
DV,CN,292.0
FK,CO,144.0
YD,HC,958.0
BR,FD,803.0
HM,LQ,514.0
HR,YW,49.0
JU,NP,211.0
YK,WC,63.0
NH,SD,521.0
RE,UD,251.0
DO,AZ,607.0
UM,LL,25.0
WP,AE,559.0
YE,AF,701.0
AA,QU,619.0
SW,CT,810.0
UL,CU,425.0
YT,MB,23.0
LQ,AU,78.0
NA,QP,821.0
PD,FI,303.0
FX,ZB,871.0
JK,AP,553.0
PF,HC,100.0
Z,HC,32.0
UX,DE,693.0
TC,JC,103.0
VC,QK,506.0
IE,SJ,755.0
JM,CJ,202.0
NZ,YW,908.0
BY,FT,155.0
PJ,LR,870.0
EG,HS,870.0
HO,A,186.0
VE,SE,282.0
LQ,OG,229.0
WM,CE,767.0
PD,SU,994.0
AL,HM,655.0
RL,UT,97.0
EI,JM,642.0
UY,ZH,226.0
YL,AV,31.0
YQ,OB,914.0
TI,QP,219.0
XA,FJ,323.0
ZD,XC,620.0
LH,JX,815.0
NU,ZC,779.0
TH,HY,770.0
TK,SJ,21.0
XH,UJ,330.0
LZ,DE,850.0
BB,ML,715.0
PM,HS,191.0
PR,UY,294.0
RU,JR,491.0
ZE,QF,751.0
PV,ZN,619.0
ES,VO,433.0
AY,AZ,844.0
PO,JM,417.0
TL,LM,110.0
YY,XI,220.0
EU,XI,298.0
TA,FJ,682.0
IC,OQ,332.0
YX,OR,433.0
ZF,JI,210.0
QC,MR,890.0
AW,MR,490.0
LZ,QQ,818.0
RU,XD,959.0
IZ,VD,45.0
G,DZ,83.0
OB,ZS,579.0
QE,OL,461.0
FG,XS,439.0
TR,SZ,569.0
VB,FU,666.0
VZ,UY,805.0
GT,UY,152.0
VJ,AL,533.0
RR,LR,447.0
PT,II,796.0
NY,OG,301.0
TQ,KI,236.0
CV,KH,372.0
IU,VJ,860.0
GJ,HY,765.0
MG,RG,690.0
PT,VU,697.0
VO,H,561.0
HB,BF,889.0
XR,RA,112.0
VR,JS,468.0
KQ,IO,582.0
DN,RA,913.0
DI,DU,950.0
HA,VO,264.0
VQ,BB,973.0
KS,KI,481.0
U,TP,355.0
DC,KX,725.0
BH,QV,960.0
ER,KY,527.0
KH,EF,638.0
PC,VJ,470.0
QH,XY,965.0
WH,OR,34.0
IW,IT,415.0
ZU,TF,41.0
KJ,FZ,222.0
MR,HY,133.0
AV,CB,875.0
BO,DZ,369.0
L,PG,235.0
VW,IO,833.0
UB,OM,535.0
KY,RV,980.0
IY,KN,528.0
LG,MM,457.0
K,GP,661.0
QI,RB,382.0
HN,PB,626.0
IX,BW,204.0
WD,XO,850.0
VY,KI,543.0
DP,EK,421.0
DU,RQ,42.0
UN,OW,861.0
YF,DQ,12.0
QU,RL,306.0
Z,RK,668.0
FG,GF,677.0
VZ,DL,517.0
OQ,UB,245.0
PJ,VZ,109.0
NE,BL,998.0
BN,IU,757.0
Y,IT,381.0
CG,KS,637.0
QW,TF,111.0
S,PW,604.0
PG,KN,187.0
DP,RW,654.0
WQ,RB,136.0
FU,IJ,924.0
WK,YE,808.0
PE,WF,119.0
EB,SG,560.0
HW,RL,383.0
LL,YU,634.0
RB,SB,996.0
BV,SB,852.0
PG,XZ,882.0
RE,M,169.0
DY,GU,272.0
HQ,YO,900.0
UW,RG,17.0
LD,AC,984.0
BU,JK,229.0
BX,TV,987.0
BS,GP,50.0
JX,RW,640.0
OU,JF,431.0
GE,UL,317.0
RA,IJ,85.0
YH,EM,158.0
YK,OX,677.0
AG,CM,636.0
TE,UG,57.0
CJ,UF,678.0
DT,HA,938.0
GB,IZ,394.0
GG,WF,954.0
UR,RM,805.0
WU,GF,370.0
LW,PM,642.0
AI,EG,398.0
QY,UB,461.0
TG,WA,224.0
NI,EB,764.0
WN,ER,231.0
IA,GP,219.0
JP,GQ,295.0
AR,XF,870.0
RK,UL,560.0
RF,HF,191.0
RO,ZA,419.0
YT,SI,453.0
YR,PN,542.0
AN,DC,85.0
NT,YU,993.0
LO,EG,449.0
EF,UW,248.0
AQ,NN,515.0
GI,JP,576.0
RG,AI,951.0
HX,JQ,361.0
JV,OD,441.0
AU,SC,138.0
UX,JL,569.0
VV,YP,492.0
RI,CC,395.0
JZ,SS,150.0
PP,LZ,807.0
NP,ER,53.0
EB,AT,650.0
TP,YK,170.0
IM,UL,540.0
JW,HG,549.0
TO,PT,948.0
ZE,JA,929.0
ZJ,WG,551.0
BA,ZP,974.0
PV,SI,399.0
PO,CH,540.0
UB,YU,263.0
XT,NO,821.0
KI,HQ,627.0
MA,SC,190.0
AS,AX,840.0
BB,SS,350.0
TU,XG,501.0
RP,CS,979.0
XM,MA,786.0
IZ,NY,468.0
OB,SN,8.0
CT,BI,995.0
KL,CN,294.0
PT,BD,826.0
AS,OJ,735.0
TQ,DD,457.0
DA,QI,362.0
TV,QJ,834.0
ZL,JQ,33.0
KF,JQ,740.0
ZQ,WW,33.0
H,SX,474.0
TS,EX,40.0
GM,MF,1.0
KU,VM,952.0
XF,JL,824.0
KX,CX,289.0
HE,FM,879.0
VU,NZ,719.0
KW,XG,95.0
MG,KB,123.0
NE,ZF,25.0
XW,XB,218.0
ZG,JW,764.0
QL,HW,545.0
OL,AO,701.0
BK,VC,348.0
RY,FC,366.0
JA,VR,14.0
XQ,BE,245.0
GV,BD,809.0
OF,HR,738.0
FP,SX,253.0
WI,QD,59.0
XX,QE,339.0
O,TN,745.0
BR,IG,981.0
FE,MU,719.0
JB,OU,525.0
OW,VH,43.0
BT,KA,562.0
GQ,BJ,467.0
LD,XW,909.0
ZT,DJ,997.0
NL,ZV,231.0
P,MQ,536.0
ZR,AO,52.0
OT,JV,857.0
WA,FY,483.0
FF,FX,747.0
KV,E,824.0
YG,FC,971.0
OS,BE,552.0
DU,KL,267.0
US,UX,722.0
JP,QY,643.0
OM,IH,136.0
QZ,XM,311.0
SJ,KH,191.0
HG,GI,199.0
XZ,DO,603.0
HJ,QT,653.0
JM,FM,510.0
CD,WC,741.0
Y,BO,441.0
SW,TI,866.0
QW,MA,408.0
UG,GD,485.0
FY,VH,714.0
UO,AU,637.0
KV,MQ,678.0
CF,XW,791.0
FS,K,966.0
ST,HW,70.0
WQ,JW,470.0
Z,XR,490.0
BX,E,855.0
WK,QZ,914.0
WF,DT,252.0
YS,SY,46.0
MW,NB,933.0
PE,PA,263.0
EB,LB,215.0
CB,DT,234.0
SR,TO,901.0
QM,A,403.0
UU,IH,655.0
FO,IH,741.0
UZ,VN,769.0
HW,KG,508.0
SM,GI,527.0
WM,ST,134.0
PG,QU,219.0
YL,RK,864.0
JY,TI,80.0
LI,GD,527.0
BU,CF,981.0
PA,XX,25.0
DX,TY,366.0
TL,OP,492.0
EA,BJ,977.0
HP,IS,927.0
VA,OQ,928.0
TH,YN,158.0
AM,RE,843.0
RC,DZ,145.0
PH,LB,32.0
RB,YI,617.0
NM,QZ,482.0
SZ,V,514.0
TE,NB,311.0
IG,WI,285.0
WU,A,998.0
LW,IH,965.0
NL,II,183.0
EN,YX,117.0
WV,WE,961.0
GA,WD,246.0
VJ,DO,380.0
ZB,VI,940.0
NF,PL,694.0
PI,EE,463.0
EK,NL,966.0
FZ,NM,876.0
WS,KS,568.0
PK,FY,705.0
GM,WN,179.0
IB,WO,154.0
G,UO,249.0
YU,TU,275.0
PZ,RU,654.0
RO,RV,222.0
CW,GN,447.0
GL,NW,31.0
RM,PA,994.0
DB,TT,221.0
XE,LC,833.0
VJ,RA,583.0
TP,DT,752.0
KB,V,616.0
KG,NB,323.0
YT,LD,124.0
RQ,TP,463.0
ZJ,BP,800.0
ZI,VY,845.0
ZD,IS,717.0
EZ,IS,813.0
VP,YN,580.0
TP,RF,883.0
ZH,NH,20.0
OH,TT,191.0
PW,TU,49.0
IL,EP,333.0
LY,JD,786.0
A,LC,856.0
UB,RP,945.0
P,WY,679.0
YY,IY,845.0
OA,SF,166.0
QI,UE,817.0
BC,UE,757.0
RS,GZ,864.0
UA,IY,319.0
IC,AG,576.0
MP,WT,244.0
BB,LN,974.0
EO,QB,852.0
XP,PG,495.0
J,AA,973.0
FG,JI,630.0
TR,EP,796.0
GQ,ZD,771.0
GT,GO,639.0
OQ,XE,592.0
XO,GP,295.0
ZR,YI,691.0
BN,LX,74.0
OO,UJ,911.0
TV,JE,508.0
ZQ,PR,102.0
QC,LT,73.0
H,LS,889.0
BK,AL,189.0
HC,ZN,159.0
G,DB,454.0
OP,NM,690.0
BE,HO,913.0
PZ,AH,653.0
E,AG,365.0
FG,WU,367.0
CT,HP,130.0
XU,OC,990.0
IJ,AW,99.0
MW,XJ,475.0
YC,IT,779.0
UF,GT,852.0
NE,SA,341.0
PT,HK,246.0
MY,ZD,879.0
DK,VF,141.0
FN,JY,459.0
UD,SL,116.0
TY,FF,235.0
JA,OM,635.0
MV,NR,635.0
QS,PR,765.0
XX,IZ,478.0
BR,BB,251.0
PC,GZ,757.0
SU,YT,500.0
YM,UV,824.0
YK,SA,275.0
BQ,VK,613.0
Q,OC,557.0
QG,AX,396.0
KY,DL,343.0
YJ,JJ,566.0
AI,HJ,79.0
BS,XE,523.0
SQ,EQ,951.0
HN,AR,30.0
NF,ZT,5.0
LF,SL,847.0
RA,YY,679.0
UN,AM,450.0
HH,HU,176.0
QZ,QH,868.0
BO,DB,505.0
GB,ZO,760.0
HG,D,584.0
TC,FA,618.0
JJ,QW,752.0
DS,OY,166.0
QT,XK,851.0
NI,UQ,26.0
YV,XF,840.0
JP,XF,556.0
LS,LY,601.0
YS,LT,442.0
LH,FV,18.0
BY,PD,627.0
SW,ZP,676.0
XH,QH,129.0
HW,DB,917.0
WM,LO,116.0
AN,TR,372.0
ED,FQ,259.0
ST,OD,670.0
AK,IF,559.0
CS,KE,354.0
RI,SR,758.0
EC,ZZ,237.0
GF,OS,651.0
VA,HL,893.0
NK,IA,812.0
LK,AS,467.0
CM,RH,455.0
JR,KP,670.0
YK,AN,408.0
PH,DW,470.0
RB,RD,224.0
IB,BX,16.0
LW,BC,236.0
AY,KJ,939.0
RR,HP,940.0
FV,BS,141.0
AS,RM,302.0
EP,TM,110.0
VD,DM,384.0
QC,WB,722.0
TX,VG,33.0
YU,MP,874.0
CW,I,127.0
GL,GR,358.0
EL,J,610.0
DB,MO,688.0
GJ,DW,277.0
HY,DX,792.0
KD,YL,585.0
YR,BD,747.0
PT,RS,6.0
CV,TR,349.0
TQ,TS,3.0
VT,IL,546.0
GS,VR,844.0
C,WG,396.0
MD,BS,704.0
TS,VM,551.0
ZI,OT,675.0
KC,OT,103.0
PU,KV,78.0
E,YA,191.0
ER,GW,166.0
CW,MU,258.0
BH,MT,939.0
HE,WB,792.0
GJ,RI,495.0
IR,TH,449.0
ZH,GC,184.0
UE,VW,181.0
ET,IQ,103.0
ZJ,HW,748.0
BF,YL,674.0
DI,NE,379.0
ES,Z,569.0
GV,RS,305.0
ZY,TS,381.0
IN,E,1.0
OA,LA,110.0
RX,NA,259.0
GU,JB,175.0
DF,BS,942.0
GZ,WH,535.0
VF,EI,667.0
IH,GH,571.0
ZV,IG,208.0
DG,YW,18.0
BB,EI,254.0
TZ,WC,596.0
RU,BO,771.0
WH,YB,240.0
DE,WB,539.0
IZ,O,929.0
XP,IB,824.0
DD,NK,583.0
GQ,RY,613.0
ZO,GS,640.0
GT,J,674.0
IT,GR,867.0
QD,NF,652.0
BL,BX,538.0
FF,WM,651.0
ON,EN,741.0
DP,NU,372.0
BP,GM,533.0
SF,WH,726.0
UI,LA,478.0
VX,LB,427.0
FH,YG,663.0
WC,YH,44.0
W,QJ,451.0
BJ,NP,736.0
DR,PO,773.0
VZ,MV,186.0
NE,KV,244.0
CG,UC,32.0
FT,YQ,259.0
JG,AE,409.0
S,ZG,691.0
V,GR,989.0
FS,PZ,467.0
UI,YM,736.0
YA,NG,450.0
HA,Z,776.0
SS,PU,729.0
UF,NA,469.0
OU,FD,7.0
OZ,SJ,140.0
UU,YW,629.0
DJ,EI,753.0
YM,NQ,922.0
JB,AK,595.0
ZZ,KW,949.0
BQ,OF,122.0
JA,UT,929.0
AF,ST,484.0
NQ,YR,33.0
AI,AE,883.0
SI,CU,598.0
EA,RY,55.0
YI,WN,563.0
BR,HI,256.0
OX,AA,836.0
HM,NV,270.0
DT,QK,168.0
WP,CJ,787.0
KY,JS,640.0
LW,YW,392.0
AA,SZ,763.0
PD,HN,967.0
JP,QA,496.0
AU,OA,549.0
PK,WN,276.0
UX,FJ,953.0
YP,XD,711.0
KC,ZB,540.0
LM,LW,791.0
CD,VE,700.0
PE,AQ,811.0
EG,JX,603.0
SR,FE,419.0
HO,BF,210.0
JW,DE,863.0
YR,YX,257.0
D,ZR,543.0
RL,WY,928.0
TO,LR,31.0
JV,XN,750.0
HQ,CZ,391.0
MD,ZM,163.0
DX,FO,855.0
XA,HO,304.0
ZD,ZH,454.0
XD,RZ,939.0
PS,CU,136.0
EU,MB,496.0
XC,JI,284.0
LZ,FJ,903.0
ME,SP,870.0
TJ,LX,73.0
GD,TF,572.0
IG,HY,776.0
GG,AQ,476.0
WW,QL,740.0
YZ,FE,741.0
OB,OL,785.0
PQ,OM,982.0
PL,BG,722.0
ES,XT,405.0
RR,AK,748.0
II,JS,368.0
RS,XO,471.0
CH,KI,685.0
DF,ZM,203.0
EU,ZN,46.0
YX,QW,959.0
AR,BQ,17.0
CZ,DP,500.0
XM,VK,271.0
IZ,XI,97.0
G,GE,383.0
QE,QQ,326.0
XO,XE,660.0
XJ,JY,275.0
KL,LX,335.0
I,HY,1.0
SG,ZS,289.0
GN,BG,144.0
TT,WY,945.0
ZG,FU,514.0
CU,DV,123.0
QA,ZN,997.0
VS,VP,334.0
GM,VP,724.0
TN,BB,712.0
SH,SV,629.0
GJ,KD,164.0
IR,MC,482.0
MG,TL,546.0
ZM,MD,889.0
EY,OR,146.0
VO,BM,339.0
KQ,KT,754.0
KO,HY,443.0
QL,RG,634.0
VQ,DG,745.0
KX,ZT,304.0
U,VU,334.0
ZD,HU,364.0
QI,FU,409.0
MU,VP,278.0
BR,RQ,454.0
SK,OW,956.0
TU,BR,654.0
IW,KY,530.0
BO,GE,103.0
HL,PM,116.0
WB,XZ,858.0
GQ,KT,450.0
ZY,ZZ,514.0
IT,M,245.0
OQ,IU,543.0
K,IU,176.0
ZW,XE,210.0
MQ,BM,963.0
LG,OR,438.0
WE,FK,866.0
UL,PH,406.0
XY,TV,540.0
ZV,ON,152.0
DU,TV,393.0
QV,H,359.0
UN,RB,690.0
WC,RC,298.0
ZK,IK,502.0
UG,PN,666.0
EV,CH,542.0
WJ,EG,796.0
HI,RM,490.0
ND,XZ,306.0
WQ,TG,656.0
QS,BH,572.0
DM,IP,166.0
JC,BW,827.0
PE,YK,788.0
MZ,DW,847.0
UU,RR,28.0
FJ,EL,75.0
WJ,RS,649.0
HR,GK,708.0
RB,UG,52.0
PB,MY,267.0
BV,UG,903.0
FN,JA,522.0
BU,LP,6.0
SN,IV,83.0
NF,LJ,847.0
OU,LK,698.0
AH,NI,465.0
TA,RW,502.0
UP,RX,233.0
RA,KO,931.0
NH,ND,411.0
CJ,WK,842.0
NL,RS,632.0
YT,HB,695.0
ID,UG,50.0
PI,NO,800.0
PD,AI,636.0
CK,PN,958.0
GS,YU,789.0
XL,WA,446.0
NS,EW,480.0
RK,WQ,959.0
VC,LK,775.0
JZ,HL,199.0
IE,NJ,457.0
AO,NY,655.0
WZ,HG,184.0
HT,HG,358.0
YT,UN,871.0
LQ,JG,431.0
D,SM,33.0
CQ,XA,681.0
EF,XB,143.0
GI,LU,301.0
UT,HB,239.0
XB,JA,307.0
CP,OJ,225.0
IK,UW,412.0
TK,NJ,993.0
TF,AD,938.0
IM,WQ,203.0
OE,SS,465.0
CO,ER,73.0
TJ,ES,752.0
GD,MA,498.0
VM,WL,788.0
WW,JG,213.0
IL,NZ,941.0
ZE,LF,832.0
EQ,NT,270.0
KI,JV,557.0
IN,PT,970.0
MA,UH,156.0
AX,QI,634.0
UA,SI,812.0
EU,SI,932.0
VF,UX,507.0
M,UW,55.0
AW,HR,644.0
RU,SD,767.0
EJ,MF,76.0
MM,UR,735.0
J,JK,409.0
CY,QT,228.0
VB,AU,296.0
IO,KA,822.0
KD,KB,418.0
XJ,CT,920.0
N,NZ,846.0
AS,QO,891.0
NY,JG,640.0
TV,SO,298.0
ON,VC,757.0
C,HW,398.0
TS,HC,947.0
HF,QI,725.0
OK,JQ,516.0
CT,QZ,145.0
UH,SY,445.0
FB,SY,55.0
UF,QD,704.0
IO,XM,174.0
KR,MF,53.0
XX,EX,348.0
MZ,OE,935.0
OJ,AZ,907.0
BD,IH,722.0
UE,HM,410.0
XW,ZG,466.0
ZZ,NZ,302.0
MT,VH,395.0
MD,AU,980.0
V,XG,259.0
QQ,XH,763.0
XV,QP,584.0
HA,QO,525.0
JD,FH,430.0
KX,SO,439.0
WI,SI,200.0
XS,FD,873.0
OU,VS,858.0
MP,BE,706.0
O,VS,499.0
DG,KM,375.0
SP,UX,149.0
DJ,UX,680.0
WH,JR,90.0
LE,FS,568.0
KJ,AZ,363.0
OR,KG,123.0
Q,XM,290.0
RE,ZL,995.0
DD,A,486.0
FL,AZ,401.0
KY,MV,906.0
ZY,SU,139.0
IY,FN,450.0
DS,KW,90.0
ZW,PZ,961.0
OY,ZG,725.0
OT,MA,158.0
SI,TJ,928.0
SL,AU,873.0
SQ,OA,414.0
HS,XH,283.0
XY,MQ,663.0
WA,ID,263.0
UL,IC,204.0
NI,QO,181.0
SK,VD,891.0
HH,RE,840.0
BO,ML,877.0
FW,VS,450.0
HG,IN,152.0
DS,YI,484.0
FT,KG,518.0
FS,BP,199.0
SY,XH,657.0
UI,KC,877.0
BZ,EE,611.0
FM,IS,784.0
VA,DJ,70.0
FU,DJ,518.0
WF,FY,4.0
JM,VD,209.0
CB,FY,54.0
QM,BF,23.0
EE,XR,471.0
SU,DE,994.0
HO,RU,327.0
FT,XS,479.0
XH,ZR,142.0
LL,TU,300.0
WM,UY,726.0
RB,NB,932.0
DY,BU,932.0
ST,XN,753.0
JY,VN,870.0
YO,BA,681.0
BU,EK,37.0
QY,BP,524.0
SN,BQ,608.0
TL,QU,581.0
NK,RK,754.0
AH,GD,106.0
AM,TJ,1000.0
GE,PL,772.0
FZ,CF,927.0
WX,MR,833.0
XC,ZX,93.0
WS,L,108.0
JU,BK,142.0
JR,TZ,603.0
NM,TE,693.0
DT,CA,482.0
YU,IN,36.0
YZ,VT,730.0
PL,RV,289.0
NL,KN,440.0
HY,V,577.0
JS,NC,293.0
KL,PA,217.0
NA,EK,20.0
NY,TO,625.0
EK,PQ,809.0
WN,R,343.0
LP,IY,133.0
LU,WE,140.0
JZ,AG,53.0
VB,YO,115.0
HY,NH,977.0
ZM,PG,445.0
KG,PG,912.0
I,YN,247.0
AQ,IN,472.0
VT,RV,123.0
GI,EP,534.0
CU,UK,756.0
TN,RQ,19.0
CR,IY,646.0
VK,NM,214.0
TP,TK,45.0
ZH,PM,919.0
MB,WU,63.0
MJ,RL,293.0
BG,NM,330.0
CL,QB,709.0
PW,VZ,743.0
ET,SA,868.0
RZ,KS,263.0
HB,TZ,843.0
GD,EV,718.0
OB,AB,825.0
A,NH,451.0
UB,TU,261.0
LV,W,741.0
OD,BV,309.0
DF,LC,310.0
IC,CL,528.0
KK,EK,166.0
QF,KX,749.0
EJ,FA,829.0
RU,KY,15.0
NW,AH,939.0
BO,WT,121.0
CY,JO,299.0
TR,GU,958.0
RR,M,392.0
IO,CV,519.0
ZO,QC,412.0
BN,OC,407.0
SL,YO,464.0
IS,HK,677.0
XI,PX,379.0
KV,ZD,924.0
IV,RV,407.0
MK,ZE,356.0
OI,AR,448.0
QC,NY,931.0
YB,RV,583.0
BP,PW,917.0
SA,SL,624.0
VX,UL,632.0
TS,X,91.0
YA,JE,871.0
IZ,WK,147.0
NC,SL,181.0
KU,QM,76.0
G,FG,147.0
MC,AM,228.0
MH,NS,53.0
SE,XA,993.0
DR,YY,797.0
SH,EL,725.0
YC,KY,842.0
KR,FA,623.0
MZ,GZ,610.0
QR,YT,249.0
SB,LO,801.0
WJ,UV,708.0
DJ,AG,491.0
UJ,NN,700.0
JG,JO,461.0
XW,SB,644.0
KT,GU,464.0
QQ,QC,420.0
QL,CW,173.0
FN,MD,991.0
UD,UQ,56.0
JA,QR,70.0
MX,SR,338.0
U,HK,733.0
MV,PW,386.0
BX,ZD,796.0
UC,LZ,549.0
FP,NX,962.0
JC,SL,648.0
KM,FG,595.0
BR,DG,962.0
SP,NS,411.0
YH,JU,36.0
L,DB,635.0
DY,ZO,298.0
BT,FA,789.0
Q,QH,492.0
YO,YU,16.0
JD,LO,480.0
SN,ZK,705.0
UL,AX,224.0
WA,AY,554.0
YG,AC,348.0
QX,QS,226.0
OX,JK,182.0
BR,QS,515.0
NI,JJ,635.0
US,PX,578.0
HH,JZ,926.0
JU,ZE,290.0
AB,IA,497.0
CE,ZT,932.0
FW,ON,415.0
WP,LT,578.0
KY,TC,244.0
NB,HV,808.0
AD,JU,663.0
OO,FB,434.0
FQ,VQ,740.0
QW,HA,339.0
UL,OJ,317.0
DL,BC,928.0
UG,BD,905.0
WO,DC,45.0
SY,QC,957.0
IA,ZJ,250.0
WQ,EW,200.0
YQ,ME,719.0
PF,SR,469.0
TC,UR,790.0
LH,IA,284.0
YS,NY,44.0
JH,AS,224.0
PJ,XG,23.0
SM,BI,573.0
FO,DH,950.0
JW,MO,805.0
LL,MP,152.0
WJ,DI,116.0
PG,LU,507.0
UT,XQ,118.0
YQ,ZQ,490.0
JT,BC,41.0
LI,BD,16.0
AP,XQ,653.0
CN,D,674.0
CS,MJ,636.0
RI,UW,314.0
IN,SW,969.0
WY,OD,506.0
CM,TM,274.0
WX,FM,900.0
LU,BN,299.0
NM,LZ,375.0
CO,VG,255.0
TJ,VH,781.0
IG,RI,121.0
GG,KA,84.0
PQ,XW,556.0
CN,MP,125.0
CI,J,391.0
RR,JU,468.0
LV,XQ,838.0
TV,VR,502.0
XL,HQ,877.0
PH,TN,896.0
PK,AY,10.0
CE,IG,672.0
VH,KG,843.0
KE,GH,422.0
XF,OT,300.0
G,PO,339.0
CT,UC,555.0
RO,MV,996.0
CW,BN,607.0
HY,GC,688.0
MG,PJ,581.0
I,RI,603.0
PT,TX,413.0
CQ,IQ,637.0
GN,KQ,21.0
MI,RD,694.0
TS,XR,1000.0
IK,GM,244.0
ZD,DS,34.0
RX,BT,674.0
CR,BT,23.0
HE,YG,848.0
CW,OZ,810.0
TP,MF,623.0
WZ,GI,619.0
ZM,VN,839.0
IR,VM,928.0
MB,PP,545.0
PW,OU,264.0
EY,YB,266.0
RZ,DN,744.0
HB,MU,749.0
VO,KW,975.0
MD,RJ,574.0
ZJ,KB,844.0
RY,XW,870.0
UB,MP,732.0
TW,J,767.0
EQ,J,345.0
VL,K,955.0
IN,BJ,625.0
XT,BJ,35.0
IK,TY,815.0
AZ,ET,823.0
UA,DY,417.0
WD,VR,74.0
KH,PU,236.0
MK,EN,705.0
QF,DS,1.0
DE,YG,671.0
TZ,YH,164.0
LE,WH,361.0
SE,CJ,221.0
DD,PP,473.0
IT,IW,952.0
LG,YB,311.0
MQ,KW,973.0
ZR,TI,558.0
FF,YR,567.0
YB,KQ,829.0
IV,KQ,27.0
KV,RY,543.0
NC,LG,391.0
BE,CO,546.0
HG,ZC,900.0
XZ,WI,790.0
VU,BU,157.0
MW,SJ,548.0
JM,YG,185.0
UF,BT,358.0
QO,HD,77.0
QM,EI,171.0
SB,EJ,283.0
UO,TO,576.0
GY,AK,496.0
WM,YB,289.0
MT,GX,469.0
TY,AF,247.0
WG,CE,139.0
WL,PK,238.0
U,AF,292.0
QK,QA,213.0
SN,ET,516.0
UF,PF,967.0
YN,YM,127.0
MU,AA,593.0
SP,GN,909.0
Q,JC,147.0
DY,SJ,460.0
JA,WY,922.0
YO,RP,2.0
YJ,EJ,79.0
SI,EZ,752.0
EA,UD,502.0
FK,GY,888.0
NF,UT,125.0
AC,JM,774.0
QX,JN,994.0
NI,CE,839.0
RA,TY,424.0
HM,QA,779.0
JP,ET,647.0
