src,dst,wgh
P,YR,4.0
FK,VS,1.0
OC,BA,6.0
XD,LI,4.0
XK,UE,8.0
AD,KP,5.0
VP,JJ,1.0
FI,ZY,6.0
MG,JE,6.0
VX,OR,3.0
ZD,PS,5.0
QR,YC,5.0
BU,CE,6.0
WZ,GZ,7.0
YE,GY,1.0
ST,PH,1.0
GD,EZ,1.0
QS,LX,7.0
A,NG,3.0
PX,OS,1.0
NE,MK,3.0
ER,DH,7.0
ZX,FG,9.0
SI,TQ,4.0
ET,TV,6.0
MK,IK,14.0
AV,KH,3.0
BF,DG,2.0
IL,UG,2.0
JE,MG,6.0
XR,ZJ,3.0
