src,dst,wgh
GO,DB,797.0
TR,WJ,999.0
WJ,TR,999.0
IO,SK,736.0
SK,IO,736.0
GT,YI,599.0
YI,GT,599.0
XO,YJ,791.0
YJ,XO,791.0
ML,UK,688.0
UK,ML,688.0
BI,QL,440.0
QL,BI,440.0
N,WJ,519.0
WJ,N,519.0
I,JD,732.0
JD,I,732.0
NY,RQ,40.0
RQ,NY,40.0
EV,UZ,52.0
UZ,EV,52.0
CV,NR,685.0
NR,CV,685.0
IS,WZ,893.0
WZ,IS,893.0
TT,YD,693.0
YD,TT,693.0
IQ,UE,307.0
UE,IQ,307.0
MN,WE,571.0
WE,MN,571.0
CU,FA,210.0
FA,CU,210.0
CZ,SG,663.0
SG,CZ,663.0
VS,WU,459.0
WU,VS,459.0
GH,JO,274.0
JO,GH,274.0
YA,YT,614.0
YT,YA,614.0
KX,NM,511.0
NM,KX,511.0
G,UV,463.0
UV,G,463.0
OK,SA,100.0
SA,OK,100.0
E,SA,442.0
SA,E,442.0
QS,TZ,494.0
TZ,QS,494.0
SH,UA,681.0
UA,SH,681.0
VU,YO,13.0
YO,VU,13.0
MZ,WO,597.0
WO,MZ,597.0
BD,QR,378.0
QR,BD,378.0
EY,PW,809.0
PW,EY,809.0
JG,ZD,237.0
ZD,JG,237.0
BA,FF,719.0
FF,BA,719.0
BF,SL,149.0
SL,BF,149.0
DI,HE,871.0
HE,DI,871.0
TY,WZ,290.0
WZ,TY,290.0
DN,UK,196.0
UK,DN,196.0
WG,YY,203.0
YY,WG,203.0
GV,LS,207.0
LS,GV,207.0
HA,YY,284.0
YY,HA,284.0
MS,VA,269.0
VA,MS,269.0
P,JT,859.0
JT,P,859.0
GZ,QH,877.0
QH,GZ,877.0
MU,WU,548.0
WU,MU,548.0
PC,YT,917.0
YT,PC,917.0
R,LN,832.0
LN,R,832.0
BR,SV,576.0
SV,BR,576.0
FE,XJ,453.0
XJ,FE,453.0
LE,OC,204.0
OC,LE,204.0
QG,SR,172.0
SR,QG,172.0
L,SQ,121.0
SQ,L,121.0
BO,HJ,310.0
HJ,BO,310.0
HL,QR,784.0
QR,HL,784.0
WB,ZE,200.0
ZE,WB,200.0
GQ,LY,370.0
LY,GQ,370.0
KY,VF,824.0
VF,KY,824.0
SQ,WK,971.0
WK,SQ,971.0
LA,WZ,176.0
WZ,LA,176.0
OX,YZ,626.0
YZ,OX,626.0
HC,MI,498.0
MI,HC,498.0
FH,SG,647.0
SG,FH,647.0
BO,UV,529.0
UV,BO,529.0
TC,WU,737.0
WU,TC,737.0
LB,QC,87.0
QC,LB,87.0
PJ,ZJ,232.0
ZJ,PJ,232.0
Y,MD,790.0
MD,Y,790.0
QW,WP,650.0
WP,QW,650.0
BL,JJ,951.0
JJ,BL,951.0
DL,QR,284.0
QR,DL,284.0
HI,SR,531.0
SR,HI,531.0
JQ,UQ,326.0
UQ,JQ,326.0
KV,XF,339.0
XF,KV,339.0
LO,ZD,820.0
ZD,LO,820.0
SV,VG,88.0
VG,SV,88.0
W,XV,977.0
XV,W,977.0
BZ,MO,663.0
MO,BZ,663.0
QP,VB,162.0
VB,QP,162.0
BX,JT,181.0
JT,BX,181.0
DM,JU,843.0
JU,DM,843.0
HU,TB,93.0
TB,HU,93.0
LH,XP,566.0
XP,LH,566.0
MW,XQ,449.0
XQ,MW,449.0
NP,ZO,227.0
ZO,NP,227.0
JH,QH,315.0
QH,JH,315.0
DW,IK,862.0
IK,DW,862.0
RB,VL,61.0
VL,RB,61.0
DY,KE,549.0
KE,DY,549.0
ED,XK,322.0
XK,ED,322.0
JT,QR,480.0
QR,JT,480.0
LI,QS,200.0
QS,LI,200.0
PQ,ZZ,205.0
ZZ,PQ,205.0
AF,MT,665.0
MT,AF,665.0
BU,MU,34.0
MU,BU,34.0
AK,ZZ,128.0
ZZ,AK,128.0
NQ,SR,182.0
SR,NQ,182.0
RD,XF,833.0
XF,RD,833.0
BS,JZ,775.0
JZ,BS,775.0
HP,TH,638.0
TH,HP,638.0
EA,LY,62.0
LY,EA,62.0
VA,ZF,84.0
ZF,VA,84.0
LC,XV,548.0
XV,LC,548.0
AH,ON,716.0
ON,AH,716.0
CK,DG,446.0
DG,CK,446.0
GE,XV,379.0
XV,GE,379.0
GC,VA,699.0
VA,GC,699.0
HM,HV,263.0
HV,HM,263.0
NJ,RD,345.0
RD,NJ,345.0
NH,OI,719.0
OI,NH,719.0
CJ,XP,284.0
XP,CJ,284.0
DT,KK,636.0
KK,DT,636.0
GB,MJ,79.0
MJ,GB,79.0
AA,MZ,319.0
MZ,AA,319.0
RR,ZJ,431.0
ZJ,RR,431.0
FQ,GG,232.0
GG,FQ,232.0
X,BN,431.0
BN,X,431.0
EK,YA,192.0
YA,EK,192.0
EF,KU,795.0
KU,EF,795.0
GS,ZZ,58.0
ZZ,GS,58.0
VD,VG,253.0
VG,VD,253.0
NX,TH,88.0
TH,NX,88.0
PK,QN,184.0
QN,PK,184.0
TS,ZU,391.0
ZU,TS,391.0
IE,OO,133.0
OO,IE,133.0
KC,TB,903.0
TB,KC,903.0
AJ,BX,174.0
BX,AJ,174.0
EL,RD,111.0
RD,EL,111.0
RM,ZP,365.0
ZP,RM,365.0
HT,IL,180.0
IL,HT,180.0
HY,VR,265.0
VR,HY,265.0
AN,GM,216.0
GM,AN,216.0
CQ,YF,618.0
YF,CQ,618.0
AL,DR,57.0
DR,AL,57.0
UY,VM,605.0
VM,UY,605.0
JV,RN,715.0
RN,JV,715.0
MD,TM,236.0
TM,MD,236.0
NS,TN,677.0
TN,NS,677.0
RF,YB,479.0
YB,RF,479.0
GK,OT,604.0
OT,GK,604.0
JZ,WC,760.0
WC,JZ,760.0
ER,YQ,334.0
YQ,ER,334.0
CR,RI,865.0
RI,CR,865.0
EU,GB,934.0
GB,EU,934.0
JW,KQ,785.0
KQ,JW,785.0
OE,TX,904.0
TX,OE,904.0
MJ,ZV,129.0
ZV,MJ,129.0
CL,YL,298.0
YL,CL,298.0
EO,NE,91.0
NE,EO,91.0
GD,NF,713.0
NF,GD,713.0
AV,PT,409.0
PT,AV,409.0
OG,VR,905.0
VR,OG,905.0
DD,RS,983.0
RS,DD,983.0
KI,LA,447.0
LA,KI,447.0
IN,QY,133.0
QY,IN,133.0
K,UH,726.0
UH,K,726.0
MA,VM,305.0
VM,MA,305.0
CX,YV,917.0
YV,CX,917.0
QD,RN,450.0
RN,QD,450.0
CH,EI,623.0
EI,CH,623.0
DA,GG,408.0
GG,DA,408.0
EU,TN,91.0
TN,EU,91.0
KK,MU,441.0
MU,KK,441.0
M,WB,571.0
WB,M,571.0
RU,TI,537.0
TI,RU,537.0
IZ,RI,572.0
RI,IZ,572.0
XP,ZV,808.0
ZV,XP,808.0
CT,ES,380.0
ES,CT,380.0
QJ,XW,233.0
XW,QJ,233.0
FB,GR,892.0
GR,FB,892.0
GT,RD,819.0
RD,GT,819.0
BI,JG,902.0
JG,BI,902.0
N,PE,937.0
PE,N,937.0
PY,RT,808.0
RT,PY,808.0
EV,NU,760.0
NU,EV,760.0
CV,GM,58.0
GM,CV,58.0
UO,VR,247.0
VR,UO,247.0
BL,TR,269.0
TR,BL,269.0
GS,IM,873.0
IM,GS,873.0
ON,WH,630.0
WH,ON,630.0
C,JB,902.0
JB,C,902.0
H,WH,695.0
WH,H,695.0
MN,OZ,865.0
OZ,MN,865.0
KU,YW,492.0
YW,KU,492.0
B,AK,364.0
AK,B,364.0
MH,WC,915.0
WC,MH,915.0
OP,YB,906.0
YB,OP,906.0
EW,GX,919.0
GX,EW,919.0
HE,IW,176.0
IW,HE,176.0
IO,YR,464.0
YR,IO,464.0
T,WR,945.0
WR,T,945.0
BI,WS,503.0
WS,BI,503.0
QO,WS,656.0
WS,QO,656.0
QM,TX,163.0
TX,QM,163.0
SB,TY,4.0
TY,SB,4.0
MT,WM,338.0
WM,MT,338.0
OI,WN,62.0
WN,OI,62.0
MV,YG,988.0
YG,MV,988.0
SN,UI,449.0
UI,SN,449.0
UC,UJ,633.0
UJ,UC,633.0
DC,HC,806.0
HC,DC,806.0
FK,JB,569.0
JB,FK,569.0
FP,WH,323.0
WH,FP,323.0
KM,NQ,421.0
NQ,KM,421.0
OU,WX,909.0
WX,OU,909.0
BW,YW,842.0
YW,BW,842.0
R,EI,381.0
EI,R,381.0
QH,UD,240.0
UD,QH,240.0
FE,QE,971.0
QE,FE,971.0
MO,WS,60.0
WS,MO,60.0
K,CU,997.0
CU,K,997.0
DV,WM,812.0
WM,DV,812.0
HS,YM,483.0
YM,HS,483.0
NA,XC,703.0
XC,NA,703.0
X,LV,691.0
LV,X,691.0
AC,ZB,139.0
ZB,AC,139.0
BR,ZC,117.0
ZC,BR,117.0
QX,ZC,659.0
ZC,QX,659.0
JP,UI,801.0
UI,JP,801.0
LE,UJ,877.0
UJ,LE,877.0
W,DE,86.0
DE,W,86.0
DO,UY,275.0
UY,DO,275.0
BO,NQ,253.0
NQ,BO,253.0
Z,NP,27.0
NP,Z,27.0
PJ,SE,260.0
SE,PJ,260.0
CD,ZM,654.0
ZM,CD,654.0
AD,SE,473.0
SE,AD,473.0
CG,GX,957.0
GX,CG,957.0
Y,EY,937.0
EY,Y,937.0
UL,WT,775.0
WT,UL,775.0
DL,JM,915.0
JM,DL,915.0
DQ,WS,80.0
WS,DQ,80.0
JQ,NL,869.0
NL,JQ,869.0
LO,RY,214.0
RY,LO,214.0
DP,OB,184.0
OB,DP,184.0
EI,PZ,317.0
PZ,EI,317.0
JK,UO,446.0
UO,JK,446.0
AP,SO,628.0
SO,AP,628.0
BZ,FJ,303.0
FJ,BZ,303.0
EC,XC,774.0
XC,EC,774.0
BX,CO,352.0
CO,BX,352.0
LH,QK,349.0
QK,LH,349.0
EB,OL,703.0
OL,EB,703.0
CB,HD,997.0
HD,CB,997.0
LL,UZ,373.0
UZ,LL,373.0
GD,XN,973.0
XN,GD,973.0
ED,QF,197.0
QF,ED,197.0
AK,SU,65.0
SU,AK,65.0
TD,XI,956.0
XI,TD,956.0
DX,XI,976.0
XI,DX,976.0
GA,MB,482.0
MB,GA,482.0
EA,ET,165.0
ET,EA,165.0
GF,ZH,871.0
ZH,GF,871.0
JX,OB,256.0
OB,JX,256.0
LX,VJ,545.0
VJ,LX,545.0
CH,OQ,290.0
OQ,CH,290.0
AH,HI,224.0
HI,AH,224.0
GC,NV,503.0
NV,GC,503.0
CE,DE,746.0
DE,CE,746.0
PL,TA,203.0
TA,PL,203.0
CI,HT,876.0
HT,CI,876.0
RR,SE,265.0
SE,RR,265.0
VG,ZN,709.0
ZN,VG,709.0
NY,UT,970.0
UT,NY,970.0
CC,OW,275.0
OW,CC,275.0
CK,JN,746.0
JN,CK,746.0
LU,XJ,885.0
XJ,LU,885.0
AR,TK,704.0
TK,AR,704.0
CZ,VJ,37.0
VJ,CZ,37.0
IB,ZY,684.0
ZY,IB,684.0
EH,FJ,142.0
FJ,EH,142.0
G,XY,896.0
XY,G,896.0
KC,LW,112.0
LW,KC,112.0
LR,LX,302.0
LX,LR,302.0
E,VD,591.0
VD,E,591.0
AO,HY,647.0
HY,AO,647.0
DB,XD,831.0
XD,DB,831.0
TM,ZS,417.0
ZS,TM,417.0
MG,XT,396.0
XT,MG,396.0
QB,WY,767.0
WY,QB,767.0
EF,RB,23.0
RB,EF,23.0
KA,XO,214.0
XO,KA,214.0
JV,KI,527.0
KI,JV,527.0
MI,ZN,157.0
ZN,MI,157.0
CU,VP,105.0
VP,CU,105.0
A,BA,697.0
BA,A,697.0
AP,BB,95.0
BB,AP,95.0
CP,IJ,317.0
IJ,CP,317.0
GK,HO,834.0
HO,GK,834.0
OF,VJ,13.0
VJ,OF,13.0
MF,OB,774.0
OB,MF,774.0
BH,XI,535.0
XI,BH,535.0
CW,XJ,803.0
XJ,CW,803.0
BC,KC,80.0
KC,BC,80.0
IM,QQ,515.0
QQ,IM,515.0
MB,XZ,401.0
XZ,MB,401.0
D,ZY,423.0
ZY,D,423.0
DG,VZ,127.0
VZ,DG,127.0
BG,OR,523.0
OR,BG,523.0
OH,XD,401.0
XD,OH,401.0
BB,BL,579.0
BL,BB,579.0
ET,TF,785.0
TF,ET,785.0
KJ,MM,826.0
MM,KJ,826.0
QG,VU,140.0
VU,QG,140.0
OG,OM,187.0
OM,OG,187.0
BA,VU,128.0
VU,BA,128.0
DD,KN,913.0
KN,DD,913.0
AV,IO,883.0
IO,AV,883.0
RT,TA,449.0
TA,RT,449.0
GQ,PB,970.0
PB,GQ,970.0
KN,RB,20.0
RB,KN,20.0
IN,JT,783.0
JT,IN,783.0
OA,VP,390.0
VP,OA,390.0
AX,KI,216.0
KI,AX,216.0
GU,TQ,457.0
TQ,GU,457.0
DF,MH,45.0
MH,DF,45.0
EJ,GF,358.0
GF,EJ,358.0
MM,OR,752.0
OR,MM,752.0
BO,XY,503.0
XY,BO,503.0
DD,XZ,855.0
XZ,DD,855.0
FG,MS,401.0
MS,FG,401.0
WE,XE,220.0
XE,WE,220.0
GT,JY,928.0
JY,GT,928.0
IT,RG,500.0
RG,IT,500.0
F,NI,2.0
NI,F,2.0
BN,PH,242.0
PH,BN,242.0
OO,XT,382.0
XT,OO,382.0
BI,CB,489.0
CB,BI,489.0
HI,VU,552.0
VU,HI,552.0
IX,VV,624.0
VV,IX,624.0
IV,TA,262.0
TA,IV,262.0
C,BW,684.0
BW,C,684.0
DP,YJ,271.0
YJ,DP,271.0
SA,TQ,651.0
TQ,SA,651.0
FC,VP,748.0
VP,FC,748.0
EX,IJ,954.0
IJ,EX,954.0
BE,KY,714.0
KY,BE,714.0
E,DQ,94.0
DQ,E,94.0
DM,MX,881.0
MX,DM,881.0
SE,YF,922.0
YF,SE,922.0
IO,RM,338.0
RM,IO,338.0
QR,ZY,480.0
ZY,QR,480.0
BL,ZY,220.0
ZY,BL,220.0
JL,XZ,593.0
XZ,JL,593.0
MT,PH,62.0
PH,MT,62.0
QQ,RH,572.0
RH,QQ,572.0
FN,NI,173.0
NI,FN,173.0
DN,GA,387.0
GA,DN,387.0
UD,VV,446.0
VV,UD,446.0
JA,RW,616.0
RW,JA,616.0
HA,KO,105.0
KO,HA,105.0
HF,XU,423.0
XU,HF,423.0
WL,XU,488.0
XU,WL,488.0
BU,PX,71.0
PX,BU,71.0
MV,RB,500.0
RB,MV,500.0
JE,WL,502.0
WL,JE,502.0
FP,PC,492.0
PC,FP,492.0
UF,XP,100.0
XP,UF,100.0
OU,PS,686.0
PS,OU,686.0
LK,VP,556.0
VP,LK,556.0
HM,KY,162.0
KY,HM,162.0
LJ,MY,535.0
MY,LJ,535.0
OW,RM,390.0
RM,OW,390.0
Q,RM,303.0
RM,Q,303.0
DT,NN,154.0
NN,DT,154.0
RE,TL,639.0
TL,RE,639.0
FI,NO,291.0
NO,FI,291.0
L,EG,655.0
EG,L,655.0
UR,XZ,661.0
XZ,UR,661.0
LD,UB,244.0
UB,LD,244.0
JD,MT,902.0
MT,JD,902.0
DS,EW,474.0
EW,DS,474.0
FK,PI,799.0
PI,FK,799.0
NA,PX,294.0
PX,NA,294.0
LF,VV,430.0
VV,LF,430.0
BM,ER,43.0
ER,BM,43.0
CK,TV,235.0
TV,CK,235.0
DU,GQ,904.0
GQ,DU,904.0
LE,NE,400.0
NE,LE,400.0
HL,PT,947.0
PT,HL,947.0
UM,YF,121.0
YF,UM,121.0
LR,WF,592.0
WF,LR,592.0
AD,KZ,491.0
KZ,AD,491.0
DS,SI,64.0
SI,DS,64.0
EL,UG,670.0
UG,EL,670.0
DQ,PN,554.0
PN,DQ,554.0
HY,YU,516.0
YU,HY,516.0
FY,RM,172.0
RM,FY,172.0
YT,YV,576.0
YV,YT,576.0
LQ,NO,216.0
NO,LQ,216.0
X,SC,64.0
SC,X,64.0
S,EW,271.0
EW,S,271.0
CA,GV,391.0
GV,CA,391.0
CF,UB,212.0
UB,CF,212.0
EI,IU,679.0
IU,EI,679.0
HV,NI,66.0
NI,HV,66.0
NS,WQ,378.0
WQ,NS,378.0
LS,PI,331.0
PI,LS,331.0
AP,LJ,967.0
LJ,AP,967.0
EC,PX,955.0
PX,EC,955.0
JZ,ZF,324.0
ZF,JZ,324.0
BY,SN,645.0
SN,BY,645.0
EG,UM,88.0
UM,EG,88.0
HO,LU,782.0
LU,HO,782.0
RG,UH,736.0
UH,RG,736.0
NN,WW,951.0
WW,NN,951.0
A,YU,225.0
YU,A,225.0
AK,LP,886.0
LP,AK,886.0
AP,YV,633.0
YV,AP,633.0
CS,NO,469.0
NO,CS,469.0
DX,QD,454.0
QD,DX,454.0
IN,UB,649.0
UB,IN,649.0
LX,OE,990.0
OE,LX,990.0
TH,US,830.0
US,TH,830.0
JR,NZ,418.0
NZ,JR,418.0
GC,GQ,663.0
GQ,GC,663.0
LZ,PY,218.0
PY,LZ,218.0
PM,UM,286.0
UM,PM,286.0
GG,LF,722.0
LF,GG,722.0
LT,XB,651.0
XB,LT,651.0
JT,PT,37.0
PT,JT,37.0
OB,ZA,55.0
ZA,OB,55.0
PQ,ZB,81.0
ZB,PQ,81.0
GA,SI,243.0
SI,GA,243.0
II,UH,800.0
UH,II,800.0
CH,UX,991.0
UX,CH,991.0
CC,HR,382.0
HR,CC,382.0
EK,JQ,731.0
JQ,EK,731.0
EP,WW,921.0
WW,EP,921.0
FX,GW,855.0
GW,FX,855.0
KF,QD,809.0
QD,KF,809.0
LU,QE,904.0
QE,LU,904.0
AW,ZL,278.0
ZL,AW,278.0
PH,US,610.0
US,PH,610.0
G,QT,558.0
QT,G,558.0
E,NY,434.0
NY,E,434.0
DB,PY,85.0
PY,DB,85.0
RR,YL,678.0
YL,RR,678.0
GJ,HG,506.0
HG,GJ,506.0
IR,JF,494.0
JF,IR,494.0
D,FH,900.0
FH,D,900.0
TQ,XC,437.0
XC,TQ,437.0
AQ,CN,698.0
CN,AQ,698.0
EY,LU,720.0
LU,EY,720.0
CQ,JV,201.0
JV,CQ,201.0
SD,YV,201.0
YV,SD,201.0
GH,SY,694.0
SY,GH,694.0
TS,YW,421.0
YW,TS,421.0
IP,UX,637.0
UX,IP,637.0
KX,WW,934.0
WW,KX,934.0
MC,ZL,549.0
ZL,MC,549.0
UC,XM,992.0
XM,UC,992.0
BC,CX,55.0
CX,BC,55.0
ER,KG,687.0
KG,ER,687.0
GZ,MF,673.0
MF,GZ,673.0
MB,QU,708.0
QU,MB,708.0
BG,HM,315.0
HM,BG,315.0
OH,PY,31.0
PY,OH,31.0
UE,ZG,49.0
ZG,UE,49.0
EY,ZG,901.0
ZG,EY,901.0
KQ,VI,390.0
VI,KQ,390.0
KO,SN,830.0
SN,KO,830.0
AV,BJ,488.0
BJ,AV,488.0
GV,VC,439.0
VC,GV,439.0
GQ,HW,633.0
HW,GQ,633.0
P,TD,296.0
TD,P,296.0
K,FX,732.0
FX,K,732.0
OA,OK,31.0
OK,OA,31.0
CX,KL,905.0
KL,CX,905.0
BC,QJ,903.0
QJ,BC,903.0
AX,DD,214.0
DD,AX,214.0
GU,ML,343.0
ML,GU,343.0
GZ,ZR,401.0
ZR,GZ,401.0
FK,ZQ,388.0
ZQ,FK,388.0
WD,WW,447.0
WW,WD,447.0
QI,QJ,349.0
QJ,QI,349.0
GX,WW,581.0
WW,GX,581.0
OX,UX,720.0
UX,OX,720.0
M,HR,293.0
HR,M,293.0
TZ,ZM,143.0
ZM,TZ,143.0
FH,OE,562.0
OE,FH,562.0
GW,OF,975.0
OF,GW,975.0
KJ,ST,681.0
ST,KJ,681.0
BO,QT,643.0
QT,BO,643.0
CY,DO,857.0
DO,CY,857.0
GQ,VI,582.0
VI,GQ,582.0
LG,ZG,736.0
ZG,LG,736.0
LB,MA,679.0
MA,LB,679.0
F,GD,844.0
GD,F,844.0
OQ,TJ,403.0
TJ,OQ,403.0
CX,XX,273.0
XX,CX,273.0
SL,SO,91.0
SO,SL,91.0
DA,FI,649.0
FI,DA,649.0
FF,ZW,6.0
ZW,FF,6.0
FA,MQ,619.0
MQ,FA,619.0
VY,XC,855.0
XC,VY,855.0
MK,TE,415.0
TE,MK,415.0
DP,RE,491.0
RE,DP,491.0
BP,JW,623.0
JW,BP,623.0
SF,ZR,918.0
ZR,SF,918.0
W,TT,356.0
TT,W,356.0
QP,QZ,429.0
QZ,QP,429.0
BE,DT,849.0
DT,BE,849.0
FB,FT,90.0
FT,FB,90.0
IO,KH,458.0
KH,IO,458.0
JM,ZL,943.0
ZL,JM,943.0
Y,VN,592.0
VN,Y,592.0
YB,ZH,482.0
ZH,YB,482.0
PG,XH,270.0
XH,PG,270.0
V,KB,981.0
KB,V,981.0
QV,XI,408.0
XI,QV,408.0
FS,TJ,910.0
TJ,FS,910.0
BV,RJ,571.0
RJ,BV,571.0
HF,QP,382.0
QP,HF,382.0
LI,MQ,418.0
MQ,LI,418.0
NC,ZX,689.0
ZX,NC,689.0
BZ,VY,109.0
VY,BZ,109.0
U,BK,286.0
BK,U,286.0
QK,RF,359.0
RF,QK,359.0
BS,FX,683.0
FX,BS,683.0
DH,FY,652.0
FY,DH,652.0
FP,HX,552.0
HX,FP,552.0
LC,TT,679.0
TT,LC,679.0
JH,ZR,142.0
ZR,JH,142.0
OZ,VT,688.0
VT,OZ,688.0
O,IN,558.0
IN,O,558.0
AM,XR,279.0
XR,AM,279.0
CB,XS,850.0
XS,CB,850.0
LK,OK,819.0
OK,LK,819.0
SU,UY,191.0
UY,SU,191.0
JG,RA,310.0
RA,JG,310.0
DT,GI,62.0
GI,DT,62.0
GG,VN,348.0
VN,GG,348.0
LD,MW,759.0
MW,LD,759.0
CN,YC,84.0
YC,CN,84.0
AI,DO,606.0
DO,AI,606.0
HK,PL,842.0
PL,HK,842.0
NF,VY,168.0
VY,NF,168.0
RC,XY,690.0
XY,RC,690.0
AC,KR,222.0
KR,AC,222.0
FZ,TZ,85.0
TZ,FZ,85.0
DZ,MR,576.0
MR,DZ,576.0
CK,MQ,477.0
MQ,CK,477.0
FX,RE,120.0
RE,FX,120.0
JU,TE,791.0
TE,JU,791.0
AG,PG,118.0
PG,AG,118.0
AB,CA,891.0
CA,AB,891.0
DT,TU,798.0
TU,DT,798.0
VH,VT,413.0
VT,VH,413.0
FW,IN,922.0
IN,FW,922.0
IE,KM,459.0
KM,IE,459.0
JJ,NB,953.0
NB,JJ,953.0
LR,PA,404.0
PA,LR,404.0
NG,PB,761.0
PB,NG,761.0
CD,LC,439.0
LC,CD,439.0
AD,DU,543.0
DU,AD,543.0
EL,NB,627.0
NB,EL,627.0
QT,TP,247.0
TP,QT,247.0
FY,KH,79.0
KH,FY,79.0
NA,WE,880.0
WE,NA,880.0
CF,MW,153.0
MW,CF,153.0
HX,IY,656.0
IY,HX,656.0
NS,PL,828.0
PL,NS,828.0
AP,EE,51.0
EE,AP,51.0
EC,IS,386.0
IS,EC,386.0
EH,VY,862.0
VY,EH,862.0
JZ,SA,268.0
SA,JZ,268.0
IE,XY,305.0
XY,IE,305.0
LM,PG,954.0
PG,LM,954.0
RJ,YO,1000.0
YO,RJ,1000.0
AJ,LH,190.0
LH,AJ,190.0
EG,NH,40.0
NH,EG,40.0
RH,VT,278.0
VT,RH,278.0
TP,XS,684.0
XS,TP,684.0
MJ,VT,89.0
VT,MJ,89.0
AL,NB,365.0
NB,AL,365.0
NN,PR,939.0
PR,NN,939.0
PV,RQ,859.0
RQ,PV,859.0
CS,GJ,440.0
GJ,CS,440.0
TI,WE,91.0
WE,TI,91.0
GK,YD,353.0
YD,GK,353.0
IN,MW,585.0
MW,IN,585.0
PP,YT,530.0
YT,PP,530.0
AE,LN,53.0
LN,AE,53.0
AJ,YT,746.0
YT,AJ,746.0
TK,XY,618.0
XY,TK,618.0
JW,UA,682.0
UA,JW,682.0
BB,SA,751.0
SA,BB,751.0
EO,WO,125.0
WO,EO,125.0
GD,WP,197.0
WP,GD,197.0
GW,YN,519.0
YN,GW,519.0
IG,LI,301.0
LI,IG,301.0
LT,PW,28.0
PW,LT,28.0
CN,GP,102.0
GP,CN,102.0
TD,WK,95.0
WK,TD,95.0
TW,YI,569.0
YI,TW,569.0
VL,YJ,205.0
YJ,VL,205.0
GT,NB,744.0
NB,GT,744.0
NV,YY,865.0
YY,NV,865.0
LV,RQ,604.0
RQ,LV,604.0
OD,TP,104.0
TP,OD,104.0
EP,PR,673.0
PR,EP,673.0
IC,UF,190.0
UF,IC,190.0
KK,WE,674.0
WE,KK,674.0
H,SF,838.0
SF,H,838.0
AR,FA,907.0
FA,AR,907.0
EJ,WU,700.0
WU,EJ,700.0
XM,YU,671.0
YU,XM,671.0
IB,LO,369.0
LO,IB,369.0
IU,NM,331.0
NM,IU,331.0
G,JO,562.0
JO,G,562.0
NW,SB,529.0
SB,NW,529.0
QE,UA,654.0
UA,QE,654.0
AT,GU,247.0
GU,AT,247.0
TR,YO,607.0
YO,TR,607.0
KD,UQ,37.0
UQ,KD,37.0
GO,NH,505.0
NH,GO,505.0
I,LI,567.0
LI,I,567.0
EV,XE,986.0
XE,EV,986.0
IS,ZE,33.0
ZE,IS,33.0
IQ,WJ,661.0
WJ,IQ,661.0
MN,YJ,186.0
YJ,MN,186.0
VS,YZ,258.0
YZ,VS,258.0
GH,LT,871.0
LT,GH,871.0
EW,QH,498.0
QH,EW,498.0
HE,SG,990.0
SG,HE,990.0
KR,WU,884.0
WU,KR,884.0
IR,PM,888.0
PM,IR,888.0
MZ,YT,567.0
YT,MZ,567.0
BD,SW,672.0
SW,BD,672.0
CL,CW,306.0
CW,CL,306.0
ET,EV,717.0
EV,ET,717.0
EY,SB,359.0
SB,EY,359.0
QL,UQ,998.0
UQ,QL,998.0
BA,HK,664.0
HK,BA,664.0
BF,UQ,301.0
UQ,BF,301.0
DN,WP,48.0
WP,DN,48.0
JD,PW,589.0
PW,JD,589.0
DC,QM,120.0
QM,DC,120.0
GZ,SM,219.0
SM,GZ,219.0
GX,PR,815.0
PR,GX,815.0
M,AM,970.0
AM,M,970.0
GW,HA,287.0
HA,GW,287.0
QG,UW,249.0
UW,QG,249.0
GQ,OD,257.0
OD,GQ,257.0
IY,QC,241.0
QC,IY,241.0
LG,SB,568.0
SB,LG,568.0
K,ME,406.0
ME,K,406.0
DS,VL,577.0
VL,DS,577.0
OT,WP,662.0
WP,OT,662.0
CX,QS,903.0
QS,CX,903.0
SQ,YP,116.0
YP,SQ,116.0
BM,VG,696.0
VG,BM,696.0
H,AS,726.0
AS,H,726.0
BP,CR,467.0
CR,BP,467.0
HC,ON,385.0
ON,HC,385.0
FH,UL,173.0
UL,FH,173.0
JK,QM,860.0
QM,JK,860.0
KZ,QN,900.0
QN,KZ,900.0
OM,VB,393.0
VB,OM,393.0
BJ,JU,38.0
JU,BJ,38.0
TC,YZ,348.0
YZ,TC,348.0
DR,LT,852.0
LT,DR,852.0
FR,TB,252.0
TB,FR,252.0
NB,ZP,254.0
ZP,NB,254.0
T,BC,875.0
BC,T,875.0
CG,QH,569.0
QH,CG,569.0
CB,DB,204.0
DB,CB,204.0
QW,YU,238.0
YU,QW,238.0
FO,HP,145.0
HP,FO,145.0
JL,JP,723.0
JP,JL,723.0
JQ,WV,554.0
WV,JQ,554.0
CA,XK,511.0
XK,CA,511.0
DK,KF,560.0
KF,DK,560.0
V,CW,980.0
CW,V,980.0
FS,ME,422.0
ME,FS,422.0
ST,UQ,602.0
UQ,ST,602.0
EI,ZJ,648.0
ZJ,EI,648.0
BV,KE,553.0
KE,BV,553.0
JF,QS,442.0
QS,JF,442.0
LN,SR,491.0
SR,LN,491.0
FM,TH,375.0
TH,FM,375.0
HP,IA,253.0
IA,HP,253.0
LH,ZU,661.0
ZU,LH,661.0
AM,QM,932.0
QM,AM,932.0
CB,QN,895.0
QN,CB,895.0
DW,KP,260.0
KP,DW,260.0
